1;Universität Andorra
2;Universität Abu Dhabi
3;Ajman Universität für Wissenschaft und Technologie
4;Alain-Universität für Wissenschaft und Technologie
5;Al-Ghurair-Universität
6;Alhosn-Universität
7;Al Khawarizmi International College
8;Amerikanisches College von Dubai
9;Amerikanische Universität in Dubai
10;Amerikanische Universität in den Emiraten
11;Amerikanische Universität Sharjah
12;Britische Universität in Dubai
13;Dubai Medical College für Mädchen
14;Dubai Pharmacy College
15;Etisalat University College
16;Gulf Medical University
17;Hamdan Bin Mohammed E-Universität
18;Höhere Technische Hochschulen
19;Ittihad-Universität
20;Jumeira-Universität
21;Khalifa-Universität
22;Khalifa Universität für Wissenschaft, Technologie und Forschung
23;Masdar Universität für Wissenschaft und Technologie
24;New York University, Abu Dhabi
25;Paris-Sorbonne-Universität Abu Dhabi
26;Rak-Universität für Medizin und Gesundheitswissenschaften
27;Rochester Institute of Technology, Dubai
28;Skyline University College, Sharjah
29;Synergy University, Dubai Campus
30;Die Emirates Academy of Hotel Management
31;Das Erdölinstitut
32;Universität der Vereinigten Arabischen Emirate
33;Universität Dubai
34;Universität von Jazeera
35;Universität Schardscha
36;Universität Wollongong – Campus Dubai
37;Zayed-Universität
38;Afghanische Universität
39;Al-Birony-Universität
40;Amerikanische Universität Afghanistan
41;Aria-Institut für Hochschulbildung
42;Badakhshan-Universität
43;Baghlan-Universität
44;Bakhtar-Universität
45;Balkh-Universität
46;Bamiyan-Universität
47;Bost-Universität
48;Dawat-Universität
49;Dunya-Institut für Hochschulbildung
50;Faryab Hochschulinstitut
51;Ghazni-Universität
52;Universität Herat
53;Ibn-Sina-Universität
54;Jawzjan-Universität
55;Kaboora-Institut für Hochschulbildung
56;Pädagogische Universität Kabul
57;Kabuler Institut für Gesundheitswissenschaften
58;Medizinische Universität Kabul
59;Universität Kabul
60;Kandahar-Universität
61;Kardan-Universität
62;Karwan-Institut für Hochschulbildung
63;Kateb-Institut für Hochschulbildung
64;Khana-e-Noor-Institut für Hochschulbildung
65;Khurasan-Universität
66;Maryam Institut für Hochschulbildung
67;Nangarhar-Universität
68;Nationale Militärakademie Afghanistans
69;Paktia-Universität
70;Pamir-Universität
71;Parwan-Universität
72;Polytechnische Universität Kabul
73;Rana-Institut für Hochschulbildung
74;Sadat-Institut für Hochschulbildung
75;Salam-Universität
76;Shaikh-Zayid-Universität
77;Taj Institut für Hochschulbildung
78;Takhar-Universität
79;Amerikanische Universität von Antigua
80;Universität für Gesundheitswissenschaften Antigua
81;Akademie der Künste
82;Akademie für Sport und körperliches Training
83;Landwirtschaftliche Universität Tirane
84;Amerikanische Universität Tirana
85;Beder-Universität
86;Epoka-Universität
87;Polytechnische Universität Tirane
88;Universität Elbasan „Aleksander Xhuvani“
89;Universität Gjirokstra „Eqerem Cabej“
90;Universität Korca „Fan Noli“
91;Universität von New York Tirana
92;Universität Shkodra „Luigj Gurakuqi“
93;Universität Tirana
94;Universität Vlora „Ismail Qemali“
95;Universität „Pavaresia“ Vlore
96;Amerikanische Universität von Armenien
97;Armenische Staatliche Agraruniversität
98;Armenische Staatliche Wirtschaftsuniversität
99;Eurasia International University
100;Europäische regionale Bildungsakademie Armeniens
101;Französische Universität in Armenien (UFAR)
102;Mehrabyan Medical Institute und Medical College
103;Russisch-Armenische (Slawische) Staatliche Universität
104;Staatliche Ingenieuruniversität Armenien
105;Haibusak-Universität Eriwan
106;Staatliche Medizinische Universität Eriwan
107;Staatliche Universität Eriwan
108;Amerikanische Universität der Karibik, Sint Maarten
109;Internationale Universitätsschule für Medizin (IUSOM)
110;St. James's School of Medicine, Bonaire
111;Medizinische Fakultät der Universität Sint Eustatius
112;Universität der Niederländischen Antillen, Curacao
113;Universidade Católica de Angola
114;Universität Gregorio Semedo
115;Universidade Independente de Angola
116;Universidade Lusíada de Angola
117;Universidade Metodista de Angola
118;Universidade Metropolitana de Angola
119;Universidade Tecnica de Angola
120;Universität Agostinho Neto
121;Instituto de Enseñanza Superior del Ejército
122;Instituto Nacional de Educación Física „General Manuel Belgrano“
123;Technisches Institut von Buenos Aires
124;Instituto Universitario Aeronáutico
125;Instituto Universitario CEMA
126;Instituto Universitario de Ciencias de la Salud Fundación HA Barceló
127;Instituto Universitario de Estudios Navales y Marítimos
128;Instituto Universitario de la Policia Federal
129;Instituto Universitario Nacional del Arte
130;Universidad Abierta Interamericana
131;Universidad Adventista del Plata
132;Universidad Argentina de la Empresa
133;Universität Argentinien „John F. Kennedy“
134;Universidad Atlantida, Argentinien
135;Universität Austral Buenos Aires
136;Universidad Autónoma de Entre Ríos
137;Universidad Blas Pascal
138;Universität CAECE, Buenos Aires
139;Universidad Católica Argentina Santa Maria de los Buenos Aires
140;Universidad Católica de Córdoba
141;Universidad Católica de Cuyo
142;Universidad Católica de La Plata
143;Universidad Católica de Salta
144;Universidad Católica de Santa Fé
145;Universidad Católica de Santiago del Estero
146;Universität Champagnat
147;Universität Belgrano
148;Universidad de Bologna – Vertretung in Buenos Aires
149;Universität von Buenos Aires
150;Universidad de Ciencias Empresariales y Sociales
151;Universidad de Concepción del Uruguay
152;Universidad de Congreso
153;Universidad de Flores – Buenos Aires
154;Universidad del Aconcagua
155;Universidad de la Cuenca del Plata
156;Universidad de la Fraternidad de Agrupaciones Santo Tomas de Aquino (FASTA)
157;Universidad de la Marina Mercante
158;Universidad del Centro Educativo Latinoamericano Rosario
159;Universidad del Cine – Buenos Aires
160;Universidad del Museo Social Argentino
161;Universidad del Norte „Santo Tomás de Aquino“
162;Universidad del Salvador
163;Universität Mendoza
164;Universidad de Morón
165;Universität von Palermo
166;Universidad de San Andrés
167;Universidad Empresarial Siglio 21
168;Universität ISALUD
169;Universität „Juan Agustín Maza“
170;Universidad Maimónides
171;Universidad Nacional de Catamarca
172;Universidad Nacional de Córdoba
173;Universidad Nacional de Cuyo
174;Universidad Nacional de Entre Ríos
