1;Университет Андорры
2;Университет Абу-Даби
3;Аджманский университет науки и технологий
4;Аленский университет науки и технологий
5;Университет Аль-Гурайр
6;Университет Алхосн
7;Международный колледж Аль-Хаваризми
8;Американский колледж Дубая
9;Американский университет в Дубае
10;Американский университет в Эмиратах
11;Американский университет Шарджи
12;Британский университет в Дубае
13;Дубайский медицинский колледж для девочек
14;Дубайский Аптечный Колледж
15;Университетский колледж Этисалат
16;Медицинский университет Персидского залива
17;Электронный университет Хамдана бин Мохаммеда
18;Высшие технологические колледжи
19;Университет Иттихад
20;Университет Джумейры
21;Университет Халифа
22;Университет науки, технологий и исследований Халифы
23;Масдарский университет науки и технологий
24;Нью-Йоркский университет, Абу-Даби
25;Университет Париж-Сорбонна Абу-Даби
26;Ракский университет медицинских и медицинских наук
27;Рочестерский технологический институт, Дубай
28;Университетский колледж Скайлайн, Шарджа
29;Университет Синергия, кампус Дубая
30;Академия гостиничного менеджмента Эмирейтс
31;Нефтяной институт
32;Университет Объединенных Арабских Эмиратов
33;Университет Дубая
34;Университет Джазиры
35;Университет Шарджи
36;Университет Вуллонгонга – кампус Дубая
37;Университет Заида
38;Афганский университет
39;Университет Аль-Бирони
40;Американский университет Афганистана
41;Институт высшего образования Ария
42;Бадахшанский университет
43;Университет Баглана
44;Университет Бахтара
45;Балхский университет
46;Бамианский университет
47;Университет Бост
48;Университет Дават
49;Дуня институт высшего образования
50;Фарьябский институт высшего образования
51;Университет Газни
52;Гератский университет
53;Университет Ибн Сины
54;Джаузджанский университет
55;Институт высшего образования Кабура
56;Кабульский педагогический университет
57;Кабульский институт медицинских наук
58;Кабульский медицинский университет
59;Кабульский университет
60;Кандагарский университет
61;Карданский университет
62;Карванский институт высшего образования
63;Катебский институт высшего образования
64;Институт высшего образования Хана-э-Нур
65;Хорасанский университет
66;Институт высшего образования Марьям
67;Нангархарский университет
68;Национальная военная академия Афганистана
69;Университет Пактия
70;Памирский университет
71;Парванский университет
72;Политехнический университет Кабула
73;Институт высшего образования Рана
74;Институт высшего образования Садата
75;Саламский университет
76;Университет Шейха Заида
77;Тадж-институт высшего образования
78;Тахарский университет
79;Американский университет Антигуа
80;Университет медицинских наук Антигуа
81;Академия художеств
82;Академия спорта и физической культуры
83;Сельскохозяйственный университет Тираны
84;Американский университет Тираны
85;Бедерский университет
86;Университет Эпока
87;Политехнический университет Тираны
88;Университет Эльбасана «Александр Джувани»
89;Университет Гжирокстра «Экерем Чабеж»
90;Университет Корчи «Фан Ноли»
91;Университет Нью-Йорка в Тиране
92;Шкодерский университет «Луидж Гуракуки»
93;Университет Тираны
94;Университет Влёры «Исмаил Кемали»
95;Университет «Паваресия» Влёра
96;Американский университет Армении
97;Армянский государственный аграрный университет
98;Армянский государственный экономический университет
99;Международный университет Евразии
100;Европейская региональная образовательная академия Армении
101;Французский университет в Армении (УФАР)
102;Медицинский институт Меграбяна и медицинский колледж
